,text,label
721,"on what legal basis were restrictions on weddings introduced, what are the sanctions imposed by the sanitary inspector for non-compliance with restrictions at a wedding?",medical law
722,Can the hospital management assign the client to be on duty during the mandatory external internship? Does an emergency doctor have to be on standby for a whole month? Can a specialist doctor employed full-time be obliged by the employer to work in another department?,medical law
723,whether the obligation to wear a mask can be enforced under the Act on preventing and combating human infections and infectious diseases,criminal law
724,Can the training organized by the employer take place? The training date has been set for next week,medical law
725,how much tax should the client pay in this situation,tax law
726,Is it possible to modify the situation of an employee during the notice period by introducing provisions of generally applicable law?,labor law
727,how the client should behave in relation to the patient's claims,medical law
728,whether the employee is entitled to days of training leave,labor law
729,how to transfer the client's husband's share in the ownership of the property to the client's children; how the client can take over her husband's debt,civil law
730,how the client can find out about the status of her divorce case,civil law
731,Can an employer delegate a pediatric resident to an internal medicine ward that is not dedicated to COVID-19 patients due to the introduction of an epidemic?,medical law
732,how to report doctor negligence,criminal law
733,What steps can the client take to ensure that the bank unblocks the funds in her bank account?,civil law
734,"whether additional holiday leave for disabled people, if not used, is transferred to the next year",labor law
735,whether the client can be delegated to work in another department,labor law
736,Can the client refuse to have the visit recorded? Can the client refuse treatment if the patient refuses to turn off the camera? Should a voluntary blood donor be admitted by the doctor without waiting in line?,criminal law
737,Can an employer oblige an employee to take a Covid test once a week?,labor law
738,what can a pharmacy do when a patient files a complaint against the pharmacy due to the lack of vaccines? can a pharmacy create waiting lists for vaccines? can a pharmacy collect personal data from patients in order to create a waiting list? what can a pharmacy do in a situation where there will be no specific type of medication and the patient will be expiring the period for which the prescription will be issued,administrative law
739,"whether in the circumstances presented, the employer will have a claim against the client for a refund",labor law
740,whether the client is obliged to pay the amount requested by the national health fund,medical law
741,what will happen if the housing community refuses to provide the service provider with access to the property?,administrative law
742,whether the insurer's decision is justified,civil law
743,"Due to the establishment of a single-name hospital, will the client be able to perform medical duties there and at the same time attend an internship in another hospital unit?",medical law
744,whether the employer may introduce changes to the work system without the employee's prior consent if it has been specified in the employment contract,labor law
745,what is the notice period for terminating an employment contract for the client?,labor law
746,whether the client can be directed to combat the epidemic by the voivode's decision,medical law
747,how a client can behave in connection with a negative decision to pay compensation,civil law
748,"whether, in the case of employment under a part-time employment contract, the employee is entitled to special leave due to weddings and funerals",labor law
749,Can the date on the blister be considered the expiration date of the dietary supplement?,other
750,"can the employer oblige the client to perform independent duties exceeding the number of hours provided for in the specialization program? Can a client, despite the consent of the head of the specialization, who does not feel ready to perform independent duties, refuse to perform them on her own?",medical law
751,whether the client is entitled to reimbursement of attorney's fees,criminal law
752,whether the customer is obliged to install an application to confirm compliance with the quarantine obligation. Are there any exceptions to the obligation to isolate at home?,medical law
753,whether the client's insurance policy covers damages incurred in connection with the performance of duties in the hospital other than those previously performed,other
754,whether a pharmaceutical wholesaler can return a medicinal product to the supplier,pharmaceutical law
755,Are there any exceptions to the movement ban for people under one year of age?,medical law
756,what is the institution of a secondary intervener?,civil law
757,Is it possible for an employer to grant an employee employed under an employment contract outstanding annual leave without his/her consent? How is the issue of leave for management board members employed under an employment contract What will be the length of leave for an employee employed under a full-time employment contract?,labor law
758,Can a pharmacy refuse to sell goods to people who do not cover their nose and mouth?,criminal law
759,"whether the client can request the division of property, whether the client will inherit the property from her ex-husband, whether the client should submit an application to the commune office regarding the payment of real estate tax, whether the client is obliged to notify the notary about the decision made",civil law
760,Can the client use an attorney during questioning by the professional liability attorney? Was the attorney's refusal to participate in the witness interview justified?,criminal law
761,whether the client can work remotely for the clinic where he is employed during quarantine,labor law
762,what is the procedure for movable property left in the premises after the debtor's eviction what costs related to enforcement may be incurred by the client,civil law
763,Whose responsibilities include completing the death certificate? On what basis should the death certificate be completed? Is it possible to issue a death certificate based on a written note received from another doctor?,medical law
764,could the employer change the client's full-time client's working hours without submitting a notice of change or signing an agreement changing how the client can appeal against the content of the employment certificate?,labor law
765,Can an intern doctor additionally work under a contract of mandate with another employer to take swabs for Covid?,medical law
766,whether the administrator is obliged to provide insurance companies with information regarding the perpetrator of the damage,civil law
767,whether the client can work in other places,medical law
768,"Can incapacitation proceedings end at the first hearing? Is it possible to provide guardianship over an incapacitated person, where an appointed person, a family member, would only manage the incapacitated person's property? Can a legal representative, a family member of the person who is to be incapacitated, become their guardian or guardian?",civil law
769,what can the client do to minimize the costs of employing an employee during the notice period,labor law
770,"If the client's husband's test comes out positive, will the client be obliged to quarantine with him?",medical law
771,how can a housing community protect itself against possible claims of future buyers of part of co-ownership of a garage property,civil law
772,can the client provide medical documentation to the current attending physician without the patient's written consent? can the client provide medical documentation by e-mail,medical law
773,whether a commercial premises lease agreement should be registered with the tax office,civil law
774,whether the client can work remotely for the clinic during home isolation,labor law
775,whether the employer is currently able to instruct the client to perform independent medical duty in another department of the healthcare facility,medical law
776,what is the current status of the client whether he is in home isolation quarantine,medical law
777,whether the client's policy is valid in the circumstances or whether the insurer could still only pay compensation,civil law
778,"If the patient is not incapacitated, can the patient's son make decisions regarding treatment for her?",medical law
779,what costs are associated with donating a share in real estate by the client's ex-husband,civil law
780,Can the voivode delegate a nurse to work to combat the epidemic?,medical law
781,whether the client could be assigned to work in medical transport,medical law
782,whether the client's friend is obliged to repay the debt,civil law
783,whether the client's father can be her proxy or whether the power of attorney must be in the form of a notarial deed,civil law
784,"could the client be directed to work in another department that is not related to her specialization and skills. If the client is referred to a department that is not related to her specialization and skills, does she bear any criminal, civil and disciplinary legal liability, could she be contractually released from liability, or in the event of If a client is referred to a department that goes beyond her specialization and skills, she may terminate the contract immediately",criminal law
785,how the resident doctor should behave in the circumstances,medical law
786,under what conditions the client can perform her work remotely,medical law
787,whether a person on parental leave is still treated as a trade union member,labor law
788,whether the customer is obliged to install an application to confirm compliance with the quarantine obligation,medical law
789,whether the client should release the patient from the sobering-up center when he says I will kill myself if I get out of here and whether he would be liable for any,criminal law
790,whether a notice submitted by e-mail is effective or whether the employer is obliged to inform the client about receiving the notice,labor law
791,what should be done in the circumstances presented,criminal law
792,"whether a trainee doctor assigned to work in combating an epidemic who completed a postgraduate internship and did not obtain the right to practice as a doctor due to failure to successfully submit a medicine or a medical certificate is recognized as a doctor during the postgraduate internship and practices the profession on the basis of the right to practice the profession referred to in Art. section of the Act on the profession of doctor and dentist, does the above take place by operation of law and also applies to the above-mentioned doctors assigned to work to combat the epidemic by the employer's decision?",medical law
793,whether the schedule prepared by the employer violates the law,labor law
794,whether the client should register a medical entity to be able to employ other physiotherapists,medical law
795,whether the client can perform accompanying duties and November,medical law
796,whether the client is obliged to follow the employer's instructions,medical law
797,how the client can apply for a refund for unused tickets,other
798,"whether the employment certificate should include a change in the form of running a business and, consequently, a change in the name of the employer",labor law
799,whether the client can avoid following the employer's order,medical law
800,what steps the client can take in connection with the presented facts,criminal law
801,whether the sisters of the client's father must be quarantined in the place of residence of the client's parents,medical law
802,whether the client can be delegated to work in another department,labor law
803,whether the client can be sent to work fighting the epidemic in the hospital where he or she is undergoing specialist training,medical law
804,within what time should the client respond to the complaint submitted by the patient,administrative law
805,what entities should be considered as providing health services to which the client should provide the patient's medical documentation how the entity providing health services should apply for access to the documentation whether making the documentation available to the above-mentioned entity is consistent with the provisions on the protection of personal data,administrative law
806,what formalities are involved in terminating an employment contract by mutual consent of the parties,labor law
807,can the employer call the client to work while he is on parental leave? can the voivode send the client to work to combat the effects of the epidemic during the leave?,labor law
808,"Can the housing community adopt a resolution regarding the insulation of the ceiling of the entire basement area, including the ceilings of the storage rooms?",civil law
809,whether the client can work remotely for the entity where he is employed during isolation,labor law
810,"what should the financial settlement of the coordinator of the rehabilitation department look like if the department is currently a department for patients infected with Covid, is the notice given by the client effective in the current situation?",medical law
811,whether the client can provide the insurer with the medical records of the deceased patient,medical law
812,"whether the customer can effectively demand a refund of part of the loan, and in what form the customer can demand a refund",civil law
813,whether the client can provide health services to patients who are not sick with Covid or whether the client is obliged to undergo quarantine,medical law
814,Can an employer oblige an employee to take a Covid test?,labor law
815,how the client can reject the inheritance,civil law
816,what is the minimum salary of a doctor without specialization after completing a postgraduate internship?,medical law
817,Can the voivode send a client to work to combat the effects of the epidemic if he or she is raising a child with a certified disability? What is the procedure for appealing against the voivode's decision?,medical law
818,Can the patient request a reduction in the price of the supplements?,medical law
819,"Can a resident doctor's employer demand a non-competition clause? Can a resident doctor fail to sign such a ban and what are the consequences? Can termination of an employment contract due to failure to sign a non-competition clause be a reason for terminating an employment contract, which may include a non-compete clause for a resident doctor?",medical law
820,whether the client can be called upon to work to combat the epidemic or whether the regulations specify what the client should do with his dental practice,medical law
821,whether a client can refuse treatment to a patient,medical law
822,what are the rights and obligations of the client at the hearing as a witness,criminal law
823,whether the client can be assigned to work in combating the epidemic by the voivode,medical law
824,what steps the client should take in response to the call received,medical law
825,whether the pharmacist is authorized to issue pro familiae and pro auctore prescriptions,pharmaceutical law
826,whether the client can be directed to work in another department that is not related to her specialization and skills,medical law
827,Can the client independently perform duties in the Covid ward?,medical law
828,whether and how a client who is a resident doctor can apply for additional financial resources - a Covid allowance for delegating her to perform professional activities in the infectious disease observation ward,medical law
829,Are doctors entitled to care allowance if they decide to stay at home with a child under the age of 12 years old who is learning remotely? Are they excluded from this because they can send the child to a school club as members of medical services?,medical law
830,whether the client should send another payment request to the debtor,civil law
831,"what should be understood by chronic diseases referred to in article point point of the Act on preventing and combating infections and infectious diseases in humans, is the client liable to criminal liability in the event of submitting a false statement?",criminal law
832,what should be done in the circumstances presented,medical law
833,what should be done in the circumstances presented,medical law
834,whether the client can be delegated to work in another department,labor law
835,"Does the current legal situation allow for the refusal to sell helical condoms, abortifacients, contraceptives and homeopathy, as well as products for the in vitro procedure, e.g. ovulation stimulants?",pharmaceutical law
836,can the client appeal against an entry in the police note that is unreliable and inconsistent with the event? Does the medical history documents of the client's son affect the legal classification of the event in terms of whether a road accident or collision occurred? Whether the police should have informed the client's husband and son about the end of driving proceedings,criminal law
837,"If a doctor is delegated to work in an infectious disease ward to combat an epidemic, can he also work in another facility?",medical law
838,whether the so-called leaving after duty is included in the working time and one should be paid for this time,medical law
839,"if the patient does not consent to the test, the client must report the suspicion of infection to the Sanitary and Epidemiological Station",medical law
840,Is it possible to transfer psychotropic drugs and narcotic precursors within pharmacies operated under one tax identification number?,pharmaceutical law
841,"Can a client refuse to provide a T-shaped intrauterine therapeutic system to a patient, relying on Art. point 1 of the Pharmaceutical Law Act?",pharmaceutical law
842,Can a client place an advertisement for a beauty salon on their home?,administrative law
843,Does the owner of the premises placing a tin box in a parking space in an underground garage require a resolution by the housing community if the division of parking spaces results from a quoad usum agreement?,civil law
844,"Is the consent of the conservator of monuments required to perform construction works in connection with the reconstruction of the residential part of the building, as well as the modernization of the building's facade and the placement of advertising banners?",administrative law
845,What is the fee for issuing a decision by the conservator of monuments?,administrative law
846,"If a beauty salon is located in one of the rooms of the house, is it necessary to create a separate entrance to the salon?",administrative law
847,Does hanging an advertising banner on the facade of a building under conservation require payment of fees?,administrative law
848,"Can an ECG test be performed by a person who is not a nurse but works in a hospital, e.g. a pharmacist?",medical law
849,how the investment process should proceed so that the client can start a beauty salon there,administrative law
850,whether written provisions of arrangements are binding on the parties or whether additional provisions affect the possibility of terminating the contract,administrative law
851,what the bankruptcy procedure looks like in the case of a sole proprietorship,administrative law
852,"whether the increase in remuneration for pharmacists with specialization may also apply to pharmacists working on a commission contract, which translates into a higher hourly rate",labor law
853,whether the client can start work without obtaining permission from who accepts the investment,administrative law
854,whether the change of use must strictly correspond to the architect's design since the presence of the construction manager is not required and construction supervision only requires notification,administrative law
855,Is the investor obliged to notify the energy plant of the intention to carry out renovation works in connection with the expected increased electricity consumption?,administrative law
856,whether the general conditions of screenity insurance are legal and fair,other
857,whether the client will be entitled to the first gratification,labor law
858,"does the hospital have the right to refuse to admit a non-video patient to the anesthesiology and intensive care department? whether in the case of covid and non-video patients staying in one hospital, additional requirements must be met, e.g. isolation rooms, separate communication routes, whether these patients can stay in adjacent rooms",medical law
859,what should you do if there are opinions on the Internet that slander a doctor?,administrative law
860,"whether a pharmacy can also serve customers who are not seniors during hours for seniors, and whether and for whom the legislator provides penalties for failure to comply with hours for seniors",pharmaceutical law
861,whether the hospital correctly paid the client a salary supplement in connection with the treatment of Covid patients,medical law
862,how the client can obtain compensation and compensation from the employer,labor law
863,whether the client should follow the employer's instructions,medical law
864,whether a person injured by an employee's injury may demand compensation from the employee,labor law
865,"whether the client should follow the official order to perform medical transport on her own, what is the client's responsibility during medical transport",medical law
866,what can be done in the circumstances presented to hold dog owners accountable,criminal law
867,Is a retired client entitled to a higher tax relief due to the increase in the maximum amount that can be deposited into an IKE?,tax law
868,Is it necessary to keep electronic medical records in a private medical office not financed from public funds without a contract with the National Health Fund? A private dental office not financed from public funds without a contract with the National Health Fund what organizational and technical conditions may prevent keeping electronic records,medical law
869,"where to file a petition for separation, does it have to be filed in the place of residence of the client and her husband, or can it be filed in another place of residence of the client's parents, is the client obliged to return home if her husband so desires?",civil law
870,how to conduct inheritance proceedings in this situation,civil law
871,"whether the client is entitled to a salary supplement, how to enforce payment of the salary supplement",medical law
872,whether working as a pharmacist on the basis of a mandate contract may end the period of break in practicing the profession,pharmaceutical law
873,whether the employer's behavior is legal,labor law
874,"Is the client, a pharmacist, exempt from quarantine if the person she lives with is isolated at home?",medical law
875,whether it is currently justified for the client's mother to submit an application for adverse possession of the property in question,civil law
876,What documents does the client need from the employee to have a full list of documents?,labor law
877,Does the client have to pay health insurance premiums during the epidemic? What other forms of assistance can the client obtain from the so-called anti-crisis shield?,medical law
878,Is it true that new pro auctore prescription forms have been in force since January?,medical law
879,whether the client should follow the official order,medical law
880,what rights and obligations a person summoned to testify as a witness in civil proceedings has,medical law
881,how long the client must keep the former employee's documents,labor law
882,Can viregytk be dispensed outside the prescription indication pro auctore or pro familiae with payment?,pharmaceutical law
883,whether the hospital management can entrust the client with a managerial position in the infectious disease ward,labor law
884,Can a client undergo a qualifying test before being vaccinated against Covid?,medical law
885,whether the client should receive compensation in connection with the surgery,civil law
886,does the employer have to disclose the amount of the husband's earnings to the client? Does the fact that one of the children is one year old affects the client's ability to obtain alimony from her husband? What documents must the client submit to justify applying for alimony from the father of the children?,civil law
887,"if the client does not respond to the letter received, it may result in negative consequences",civil law
888,Can the client issue duplicate invoices for the prescriptions of a deceased patient at the request of his daughter?,tax law
889,Is the hospital obliged to keep medical records only in electronic form? Are there any exceptions for which the documentation should still be kept in paper form?,medical law
890,whether the patient can demand compensation from the insurer of each doctor involved in providing her with health services,civil law
891,what permits should be obtained to build a fish pond with an area of ​​over 1 ha,administrative law
892,"Is the client, as a trainee doctor, entitled to perform Covid vaccinations and qualifying tests before vaccination in a private doctor's office outside the internship hours?",medical law
893,whether point (f) of the contract introduced by the agreement amending the pay and working conditions is legal or does the client have to sign an agreement amending,labor law
894,"what the client should do in the circumstances, who can replace the client as the pharmacy manager",pharmaceutical law
895,what should be the structure of the departmental code included in the prescription? Does the pharmacist have to verify the code before sending the refund?,pharmaceutical law
896,"what exactly should the oil entry contain, the number of the license to practice the profession, how many digits should it consist of, should the pharmacist verify this number before sending the refund?",pharmaceutical law
897,how the client's son should apply for legal aid ex officio,civil law
898,"what steps should be taken in the circumstances, whether it is possible to obtain tax exemption and payment of compulsory share in these circumstances?",civil law
899,Can the client send a letter to Google in the sent form?,other
900,"what steps should be taken to start the inheritance case, what documents will be needed to conduct the inheritance proceedings",civil law
901,Is the client liable for issuing duplicate invoices to unauthorized persons?,criminal law
902,Is a doctor working in a single-name coordinating hospital working in a non-video ward who has contact with staff working in covid wards and patients who may be infected is entitled to a covid allowance in the amount of the monthly remuneration?,medical law
903,Can a client conclude a civil law contract for specialist training in a non-residential mode as part of the business activity of a medical practice? Would invoices issued to an entity providing specialist training as part of the above-mentioned contract with a medical practice be subject to VAT exemption?,medical law
904,whether descriptions of diagnostic tests must be prepared in electronic form,medical law
905,"can the client request the appointment of a person who will supervise his work, who is responsible for any medical errors committed by the client, can the client request another letter of delegation in connection with the beginning of the new calendar year",medical law
906,Can an employer oblige an employee to use current annual leave if the employee does not consent to it?,labor law
907,whether the client can book hotel accommodation for employees on business trips,medical law
908,on what basis and in what form should a person be employed to perform the client's duties? who will be the person responsible for the period of the client's justified absence from work?,pharmaceutical law
909,whether the total dose of the active substance must be provided in the prescription for efferalgan codeine,pharmaceutical law
910,Is it possible to extrajudicially divide the marital property? What is part of the spouses' personal property? Is a gift made to the wife part of her personal property? What is the issue of loan repayment after a divorce?,civil law
911,whether the client is entitled to a salary supplement,medical law
912,"Is a salary supplement due to a doctor providing medical services to Covid-infected patients in a temporary hospital? Is the salary supplement in the maximum amount of PLN 1,000 granted per person or per place of work, i.e. is a supplement to each salary when working in more than one medical entity?",medical law
913,"whether the client, as an injured party, can apply for a donation for social purposes or whether it is possible to choose an entity for which purpose",criminal law
914,"what can the defendant do if the court discontinued the proceedings in which a default judgment was passed and at the same time annulled this judgment and, before the annulment, the entire amount awarded by the bailiff would be recovered on the basis of the default judgment with an immediate enforceability clause, what rights does the defendant have then, or can the defendant claim in such a case? refund of the amounts recovered from the client and whether the client should re-submit the same lawsuit in such a situation",civil law
915,whether a non-public health care facility as a private center is obliged to keep medical records in electronic form,medical law
916,How to solve the problem of a client who is a retired doctor with an active license to practice in a situation where the Ministry of Health claims that she should be vaccinated now and the hospital denies her this right?,medical law
917,"whether the client, as a resident doctor, can qualify patients for vaccinations against Covid",medical law
918,whether the client is entitled to the so-called Covid allowance in the amount of remuneration,medical law
919,Can the client currently register her husband for vaccination against Covid in the first stage?,medical law
920,whether the insurer correctly determined the amount of damage to the client's health in connection with the injuries sustained,civil law
921,"Can the client, being a co-owner of the property, sign a new lease agreement with other co-owners and family members and pay rent on this account?",civil law
922,whether one of the two partners and members of the management board of a limited liability company employing doctors who is not a doctor has the right to freely access the medical records of the company's patients,administrative law
923,who should consent to the client carrying out medical duties independently,medical law
924,what are the client's rights and obligations in connection with a summons to appear for questioning as a suspect,criminal law
925,after what time can an investigation in a fraud case be suspended? what are the consequences of suspending the investigation? and whether the decision will also be served on the suspect,criminal law
926,whether treasury bonds are part of the inheritance whether inherited bonds are taxable how the heir can withdraw money from the bonds,civil law
927,Can the client register her husband for vaccination against Covid?,medical law
928,how the customer can continue the pharmacy's operations,pharmaceutical law
929,"In order for the client to receive the property in question, is it enough for the client's wife and brother's children to relinquish the property in her favor or is it necessary to carry out inheritance proceedings?",civil law
930,whether the facility with which the client cooperates has the right to provide the commune with information about his personal data without his consent,administrative law
931,Can the client sign up for LDEK?,medical law
932,whether the client is obliged to keep documentation in electronic form,medical law
933,whether the client is entitled to a Covid benefit,medical law
934,What can residents do if parked cars obstruct traffic?,administrative law
935,whether the client must inform the employer that she is pregnant,labor law
936,"whether the client, as an elderly person over one year of age, must have a referral for vaccination against Covid",medical law
937,Is it legal for doctors running individual medical practices to offer paid issuance of prescriptions and exemptions on the Internet? Can entities not conducting medical activities create online platforms bringing together various doctors through which patients can arrange teleconsultation for a fee?,medical law
938,"Is it permissible, in the light of applicable regulations, to post monthly working time schedules for all employees on a board in the workplace in a place to which all employees have access?",administrative law
939,Is it required to keep electronic records for pro auctore and pro familiae prescriptions? Is paper form allowed?,pharmaceutical law
940,"whether the employer, after termination of the employment relationship, can call on the client to complete or segregate the patient's medical history",labor law
941,Is the hospital where the client works a level II or III hospital? Can the client's employer pay her a salary supplement only for hours worked in the operating theater with patients with confirmed Covid infection?,medical law
942,Is the survey that the client received from the ezdrowie center platform authentic? Is the client obliged to complete and send the survey to the indicated address?,other
943,Can an employer verbally instruct a client to qualify patients for vaccinations against Covid? Should the employer provide residents with the supervision of a doctor qualified in this field? During what hours can a resident doctor qualify patients? Is there a salary supplement for qualifying patients for vaccinations?,medical law
944,Can a resident doctor be delegated to a Covid vaccination campaign partly at other times than standard working hours? How will participation in a Covid vaccination campaign affect the implementation of the specialization program? What is the responsibility of a resident doctor for any damage caused to patients?,medical law
945,"whether the testimonies of witnesses are reliable testimony for the district medical court or the district professional liability commissioner whether a recording of a conversation made without the consent of the recorded person can constitute evidence in civil proceedings whether the district professional liability commissioner has the opportunity to refer to the validity of referrals or diagnosis of diseases made by the client or the decision of the district medical examiner professional liability ombudsman based, in the client's opinion, on untrue findings should be reviewed whether the client should receive a response to the appeal against the decision of the regional professional liability ombudsman whether it is possible to appeal against the decision of the regional professional liability ombudsman issued on the basis of data inconsistent with the hospital documentation how the client may gain access to case files of disciplinary proceedings",civil law
946,Can a client request that his or her address be removed from the detention center's website?,administrative law
947,Is it possible to submit an application to exclude the apartment from the estate and transfer the ownership of the apartment to the buyer by the court?,civil law
948,whether the client is obliged to inform the employer about civil law contracts binding her with other facilities,labor law
949,"what table of fees and commissions applies to the client, whether from the date of concluding the loan agreement or the current one with a higher interest rate",administrative law
950,Is it possible to free the apartment in which the client lives from the mortgage?,civil law
951,"can the heirs determine that the ownership of the inherited apartment will fall entirely to one of them, regardless of the amount of their share in the value of the inheritance, how is the value of the inheritance determined, is it necessary to enter specific amounts in the application for division of the inheritance?",civil law
952,"whether, when exercising the right to change the field of specialization, the client will be obliged to continue working under the current residency contract, whether re-recruitment must take place in the next qualification procedure, what are the consequences of not qualifying for a residency after resigning from the previous one?",medical law
953,whether the employer's behavior is legal,labor law
954,Can the client work independently in the hospital emergency department without personal supervision of another doctor? Is delegation legal if it prevents the implementation of the specialization program?,criminal law
955,Can the owner of the pharmacy recover the lost property from the client? Can the owner of the pharmacy recover the amount due from the personal property of the client's husband?,labor law
956,whether the employer's conduct is legal,labor law
957,what steps the client should take in relation to the situation,pharmaceutical law
958,whether the client will be able to join the proceedings under the terms of a party,civil law
959,whether the client can cooperate with the dentist,labor law
960,whether the client can initiate debt collection,civil law
961,whether the insurer's claim against the client is justified,civil law
962,"Can reimbursed medical products, e.g. diapers, be transferred between pharmacies of different numbers?",pharmaceutical law
963,how can the client enforce an unauthorized person not to park in her parking space?,administrative law
964,whether the client is obliged to make up shifts whether the specialist training will be extended what rights the client currently has under Article and section d of the Act on the medical and dental professions since when the above-mentioned provision has been in force,medical law
965,"should the administrative authority also indicate the planned construction of an internal access road in the letter sent to the client? Can the client use the argument in his objection that development conditions may prevent the construction of another exit to the client's plot in the future? Whether the administrative authority acted correctly by giving the client only days to submit a response, such as you should respond to the letter whether it should be a form of reservations or objections or whether the argument blocking the planned investment may be the fact that the buildings are to be built not in line with the existing buildings",administrative law
966,whether the client has the right to demand payment of an allowance for treating Covid patients,medical law
967,Is it possible to force the heirs to sell the apartment or can the client lose the deposit?,civil law
968,whether the client has the right to demand payment of an allowance for treating Covid patients,medical law
969,"in the light of current legal provisions, what should be the width and height of the door to a residential premises leading from the staircase? Can the cooperative refuse to consent to the enlargement of the door opening on the grounds that the building was built in accordance with the standards in force at that time?",civil law
970,Will the client have to undergo quarantine after returning? Are the provisions introducing the obligation to quarantine after returning to Poland consistent with the constitution?,other
971,how the client can claim compensation in this case,criminal law
972,whether the customer can demand a refund for the purchased computer,administrative law
973,Can a pharmacy customer request duplicate invoices based on identification or does he have to submit an additional application?,tax law
974,how to check whether there is a notarial will or whether the entry in the will in which the testator disposes of a share in the apartment has legal effects how to regulate the legal situation of paintings can the client sell the paintings without conducting inheritance proceedings,civil law
975,whether the unanimous will of the heirs will be sufficient for one of them to receive the entire ownership right to the apartment,civil law
976,what is the issue of the client's liability in the case in question,medical law
977,whether the client's brother can sell the farm without his consent,civil law
978,Can a paramedic administer contrast for a computed tomography examination at the request of a doctor?,medical law
979,how the client and the rest of the heirs can sell the property,civil law
980,"what legal acts apply to the client when conducting classes, should students disinfect their hands and wear gloves during classes using a phantom, is it necessary to disinfect the phantom every time, or should students disinfect their clothes?",medical law
981,how much is the court fee in a real estate division case what is the issue of paying the court expert's remuneration when do court costs expire what date affects the limitation period for sending a letter from the court receiving an advice notice or receiving a letter,civil law
982,"Is the client, as a trainee doctor, entitled to perform Covid vaccinations and to carry out qualifying tests before vaccination in a private doctor's office outside the internship hours?",medical law
983,what does a statement contained in a notarial deed mean in relation to the client's situation,other
984,what is the current minimum gross salary for a dental assistant?,labor law
985,Can the client rent her office to someone? What is the legal basis for the client not being able to employ another doctor? Does a doctor working part-time have to pay full liability insurance?,medical law
986,"which doctors are entitled to collect the active list, who issues certificates of independent work to doctors",labor law
987,how the client can claim outstanding remuneration,labor law
988,Can the client accept her child for therapy in a psychologist's office if she does not know whether her father consents to it?,medical law
989,what should you do if there are opinions on the Internet that slander a doctor?,administrative law
990,Can the principal of a special school order classes to be held on-site also for classes?,medical law
991,what the client can do in connection with the presented facts,administrative law
992,whether the administrative authority should also indicate the planned construction of an exit to the national road in the letter sent to the client,administrative law
993,what the client can do in connection with the presented facts,administrative law
994,what is the deadline for changing the name in the land and mortgage register and what are the possible consequences of not changing it?,civil law
995,whether the client can provide ABW with information about the patient's treatment,medical law
996,whether a doctor who has already taken advantage of the opportunity to re-qualify and start a residency with a different basic module in the first months from the start of the original specialization still retains the right to re-qualify and start a residency within the same basic module,medical law
997,whether a person who completed a postgraduate internship but did not pass the final medical examination has the right to practice as a doctor,medical law
998,whether the client will be bound by medical confidentiality when testifying in a civil court,medical law
999,do current regulations regulate the direction of opening the door of the room in which there is a gas boiler with a capacity of,administrative law
1000,whether an adverse post-vaccination reaction is an adverse event from a legal point of view,pharmaceutical law
1001,"Can the client generalize the entry to a residential building and instead of body shaping, needle mesotherapy, permanent hair removal, photorefreshment, vascular treatments, write body shaping, facial treatments, laser treatments",administrative law
1002,who in the situation described by the client is the heir entitled to the inheritance and in what part,civil law
1003,for what period of time can a client who is a specialist doctor working under an employment contract be delegated to work in a Covid ward?,labor law
1004,"Can a new pharmacy be built in place of the current pharmacy if it is closed based on a new permit, taking into account that the distance to the nearest pharmacy is approximately meters?",pharmaceutical law
1005,from when will the new lowest remuneration for a pharmacist employed in a healthcare entity with higher education and specialization come into force,labor law
1006,"Is it justified to introduce such an increase by the city hall and can it be made with retroactive effect, which may threaten the previous owner if she does not agree to the increase?",civil law
1007,whether the candidate is obliged to correct the consent in the CV or whether the consent expressed during the application is sufficient,administrative law
